entry	type	strength	pos	r1	max_token_score	source_id	source_rows
bonnet de prêtre	idiom	strong idiom	locution nominale	True	0.576735	ls:fr:node:39155	3
bonnet d’évêque	idiom	strong idiom	locution nominale	True	0.6385	ls:fr:node:39154	3
bonnet phrygien	idiom	semi-idiom	locution nominale	True	0.103518	ls:fr:node:44323	2
bons pères	idiom	strong idiom	locution nominale	False	0.00777198	ls:fr:node:40970	2
botter en touche	verbal_phrase	strong idiom	locution verbale	True	0.999914	ls:fr:node:52594	3
botter les fesses	verbal_phrase	strong idiom	locution verbale	True	0.993399	ls:fr:node:41221	15
bouc émissaire	idiom	strong idiom	locution nominale	False	0.00045947	ls:fr:node:48680	8
bouche d’incendie	idiom	semi-idiom	locution nominale	False	0.00307908	ls:fr:node:42881	3
bouche à oreille	idiom	strong idiom	locution nominale	True	0.999484	ls:fr:node:40514	3
bouchon de carafe	idiom	strong idiom	locution nominale	True	0.780108	ls:fr:node:47623	3
bouchon doseur	idiom	weak idiom	locution nominale	True	0.123584	ls:fr:node:47620	2
bouchon d’oreille	idiom	weak idiom	locution nominale	True	0.840551	ls:fr:node:47621	7
bouchon lyonnais	idiom	weak idiom	locution nominale	False	0.0076346	ls:fr:node:48961	2
bouchée de pain	idiom	strong idiom	locution nominale	True	0.999762	ls:fr:node:53951	3
boucle articulatoire	idiom	weak idiom	locution nominale	False	2.38708e-05	ls:fr:node:54998	4
bouffer dans la main	verbal_phrase	strong idiom	locution verbale	True	0.98764	ls:fr:node:45601	4
bouffer de la vache enragée	verbal_phrase	strong idiom	locution verbale	True	0.998417	ls:fr:node:45602	5
bouffer du lion	verbal_phrase	strong idiom	locution verbale	False	0.0487222	ls:fr:node:45589	4
bouffer la feuille de match	verbal_phrase	strong idiom	locution verbale	True	0.966054	ls:fr:node:46586	5
bouffer la grenouille	verbal_phrase	strong idiom	locution verbale	True	0.935833	ls:fr:node:45588	4
bouffer la poussière	verbal_phrase	strong idiom	locution verbale	True	0.99517	ls:fr:node:45603	3
bouffer la soupe sur la tête	verbal_phrase	strong idiom	locution verbale	True	0.982594	ls:fr:node:45607	6
bouffer les pissenlits par la racine	verbal_phrase	strong idiom	locution verbale	True	0.994811	ls:fr:node:45590	6
bouffer à tous les râteliers	verbal_phrase	strong idiom	locution verbale	True	0.995857	ls:fr:node:45591	5
bouger ses fesses	verbal_phrase	semi-idiom	locution verbale	True	0.583049	ls:fr:node:41223	6
bouillie pour les chats	idiom	strong idiom	locution nominale	True	0.900149	ls:fr:node:43461	4
bouillon blanc	idiom	strong idiom	locution nominale	False	0.0918059	ls:fr:node:56073	4
boule de neige	idiom	weak idiom	locution nominale	True	0.993362	ls:fr:node:56074	9
boule-de-neige	idiom	strong idiom	locution nominale	True	0.87019	ls:fr:node:56075	9
bout de chou	idiom	strong idiom	locution nominale	True	0.9963	ls:fr:node:55752	3
bouteille à la mer	idiom	strong idiom	locution nominale	True	0.999712	ls:fr:node:42760	4
bouton-d’or	idiom	strong idiom	locution nominale	True	0.877372	ls:fr:node:56080	18
boxe américaine	idiom	weak idiom	locution nominale	True	0.334977	ls:fr:node:39675	2
boxe chinoise	idiom	weak idiom	locution nominale	False	0.262571	ls:fr:node:39536	2
boxe thaïlandaise	idiom	weak idiom	locution nominale	True	0.982202	ls:fr:node:39677	2
boîte aux lettres	idiom	strong idiom	locution nominale	True	0.997052	ls:fr:node:47398	28
boîte aux lettres	idiom	weak idiom	locution nominale	True	0.998322	ls:fr:node:47475	91
boîte crânienne	idiom	semi-idiom	locution nominale	False	6.35219e-07	ls:fr:node:41329	2
boîte de réception	idiom	semi-idiom	locution nominale	True	0.999889	ls:fr:node:47615	3
boîte de vitesses	idiom	semi-idiom	locution nominale	True	0.981232	ls:fr:node:53882	3
boîte d’envoi	idiom	semi-idiom	locution nominale	True	0.607842	ls:fr:node:47616	3
boîte mail	idiom	semi-idiom	locution nominale	True	0.946933	ls:fr:node:47197	6
boîte postale	idiom	weak idiom	locution nominale	True	0.574906	ls:fr:node:47529	2
boîte à lettres	idiom	weak idiom	locution nominale	True	0.862604	ls:fr:node:47474	9
boîte à musique	idiom	semi-idiom	locution nominale	True	0.825509	ls:fr:node:44892	3
bras cassé	idiom	strong idiom	locution nominale	True	0.910246	ls:fr:node:52991	2
bras de fer	idiom	strong idiom	locution nominale	True	0.99995	ls:fr:node:55296	3
bras de Morphée	idiom	strong idiom	locution nominale	True	0.998757	ls:fr:node:44740	3
bras droit	idiom	strong idiom	locution nominale	True	0.998695	ls:fr:node:54219	4
bras long	idiom	strong idiom	locution nominale	True	0.68477	ls:fr:node:46513	6
brasse indienne	idiom	weak idiom	locution nominale	False	0.000102546	ls:fr:node:48507	2
brasser du vent	verbal_phrase	strong idiom	locution verbale	True	0.807572	ls:fr:node:46613	3
brebis galeuse	idiom	strong idiom	locution nominale	True	0.130104	ls:fr:node:54714	2
brigade criminelle	idiom	weak idiom	locution nominale	True	0.965229	ls:fr:node:39381	2
briser la glace	verbal_phrase	strong idiom	locution verbale	True	0.997637	ls:fr:node:50939	9
broyer du noir	verbal_phrase	strong idiom	locution verbale	True	0.989258	ls:fr:node:52797	3
buffet à volonté	idiom	semi-idiom	locution nominale	True	0.993912	ls:fr:node:54974	3
bulletin de vote	idiom	weak idiom	locution nominale	True	0.998632	ls:fr:node:34437	3
Bulletin officiel des finances publiques	idiom	weak idiom	locution nominale	True	0.993186	ls:fr:node:51959	5
bureau de tabac	idiom	semi-idiom	locution nominale	True	0.983924	ls:fr:node:40027	3
bureau de vote	idiom	semi-idiom	locution nominale	True	0.999918	ls:fr:node:34438	3
bureau des pleurs	idiom	semi-idiom	locution nominale	True	0.892519	ls:fr:node:46906	6
bureau ovale	idiom	semi-idiom	locution nominale	True	0.645063	ls:fr:node:46794	2
bâtiment et travaux publics	idiom	weak idiom	locution nominale	True	0.997489	ls:fr:node:54378	10
bâtons dans les roues	idiom	strong idiom	locution nominale	True	0.999576	ls:fr:node:53666	8
bénéfices industriels et commerciaux	idiom	weak idiom	locution nominale	True	0.96307	ls:fr:node:51938	4
béret rouge	idiom	strong idiom	locution nominale	True	0.21197	ls:fr:node:45627	2
bête noire	idiom	strong idiom	locution nominale	True	0.998214	ls:fr:node:34790	4
bête à bon Dieu	idiom	strong idiom	locution nominale	True	0.310451	ls:fr:node:53592	4
bœuf bourguignon	idiom	semi-idiom	locution nominale	True	0.779007	ls:fr:node:46850	2
bœuf carotte	idiom	weak idiom	locution nominale	False	9.03095e-05	ls:fr:node:49632	2
bœuf musqué	idiom	strong idiom	locution nominale	True	0.094916	ls:fr:node:46852	2
bœuf stroganoff	idiom	semi-idiom	locution nominale	False	0.115235	ls:fr:node:46853	2
bœuf à la mode	idiom	semi-idiom	locution nominale	True	0.963499	ls:fr:node:46856	6
cabinet de toilette	idiom	weak idiom	locution nominale	True	0.998192	ls:fr:node:40174	3
cabinet de travail	idiom	weak idiom	locution nominale	True	0.994649	ls:fr:node:45765	3
cabinet d’aisances	idiom	strong idiom	locution nominale	True	0.407425	ls:fr:node:47810	6
caca d’oie	idiom	strong idiom	locution nominale	False	0.00151916	ls:fr:node:53967	6
cacher son jeu	verbal_phrase	strong idiom	locution verbale	True	0.992445	ls:fr:node:53011	3
cadavre dans le placard	idiom	strong idiom	locution nominale	True	0.995247	ls:fr:node:41709	8
cadavre exquis	idiom	strong idiom	locution nominale	True	0.743667	ls:fr:node:48750	2
café gourmand	idiom	semi-idiom	locution nominale	False	0.172979	ls:fr:node:55208	2
cage thoracique	idiom	semi-idiom	locution nominale	True	0.997737	ls:fr:node:44218	4
cage à miel	idiom	strong idiom	locution nominale	True	0.496048	ls:fr:node:44333	3
cage à écureuil	idiom	strong idiom	locution nominale	False	0.0514159	ls:fr:node:43324	3
caisse à savon	idiom	strong idiom	locution nominale	True	0.958825	ls:fr:node:47579	3
calme avant la tempête	idiom	strong idiom	locution nominale	True	0.997141	ls:fr:node:44735	4
calme plat	idiom	strong idiom	locution nominale	False	0.000152771	ls:fr:node:44546	2
calmer le jeu	verbal_phrase	strong idiom	locution verbale	True	0.999703	ls:fr:node:54384	4
canard boiteux	idiom	strong idiom	locution nominale	False	0.0422081	ls:fr:node:54600	2
cancer du sein	idiom	weak idiom	locution nominale	True	0.997596	ls:fr:node:55919	9
canne à pêche	idiom	semi-idiom	locution nominale	True	0.975281	ls:fr:node:45974	3
cap de Bonne-Espérance	idiom	semi-idiom	locution nominale	True	0.997889	ls:fr:node:49196	4
cap des Tempêtes	idiom	semi-idiom	locution nominale	True	0.837586	ls:fr:node:44721	3
capital social	idiom	weak idiom	locution nominale	True	0.953129	ls:fr:node:51799	2
capitaux propres	idiom	weak idiom	locution nominale	True	0.831903	ls:fr:node:51764	2
carcinome mammaire	idiom	weak idiom	locution nominale	True	0.282037	ls:fr:node:55922	2
caresser dans le sens du poil	verbal_phrase	strong idiom	locution verbale	True	0.999658	ls:fr:node:55624	7
caresser la bouteille	verbal_phrase	strong idiom	locution verbale	False	0.199768	ls:fr:node:42852	4
caresser les oreilles	verbal_phrase	strong idiom	locution verbale	True	0.995142	ls:fr:node:40520	3
carré de l’Est	idiom	strong idiom	locution nominale	True	0.994795	ls:fr:node:40441	4
carré de service	idiom	weak idiom	locution nominale	True	0.979442	ls:fr:node:40212	6
carré des officiers	idiom	weak idiom	locution nominale	True	0.842613	ls:fr:node:40209	3
carré final	idiom	weak idiom	locution nominale	False	0.0659397	ls:fr:node:40301	2
carré magique	idiom	semi-idiom	locution nominale	True	0.575431	ls:fr:node:40262	2
carte bleue	idiom	semi-idiom	locution nominale	True	0.973994	ls:fr:node:46396	2
carte de crédit	idiom	semi-idiom	locution nominale	True	0.998605	ls:fr:node:46389	3
carte de visite	idiom	semi-idiom	locution nominale	True	0.999948	ls:fr:node:47869	9
carte de visite	idiom	strong idiom	locution nominale	True	0.999969	ls:fr:node:47870	6
cartes sur table	idiom	strong idiom	locution nominale	True	0.98956	ls:fr:node:43343	12
carton jaune	idiom	strong idiom	locution nominale	True	0.938925	ls:fr:node:45793	2
carton jaune	idiom	weak idiom	locution nominale	True	0.977644	ls:fr:node:45792	2
carton rouge	idiom	strong idiom	locution nominale	True	0.996273	ls:fr:node:53291	6
carton rouge	idiom	weak idiom	locution nominale	True	0.514118	ls:fr:node:45789	2
cas de figure	idiom	strong idiom	locution nominale	True	0.999428	ls:fr:node:45730	3
casser la baraque	verbal_phrase	strong idiom	locution verbale	True	0.995107	ls:fr:node:52769	17
casser la croûte	verbal_phrase	strong idiom	locution verbale	True	0.852723	ls:fr:node:44830	10
casser la figure	verbal_phrase	strong idiom	locution verbale	True	0.995458	ls:fr:node:38587	3
casser la graine	verbal_phrase	strong idiom	locution verbale	True	0.641312	ls:fr:node:44833	7
casser les couilles	verbal_phrase	strong idiom	locution verbale	True	0.993418	ls:fr:node:53102	3
casser les oreilles	verbal_phrase	semi-idiom	locution verbale	True	0.996386	ls:fr:node:40526	6
casser les oreilles	verbal_phrase	strong idiom	locution verbale	True	0.992722	ls:fr:node:54354	6
casser les pieds	verbal_phrase	strong idiom	locution verbale	True	0.9949	ls:fr:node:53093	9
casser sa pipe	verbal_phrase	strong idiom	locution verbale	True	0.366241	ls:fr:node:36480	3
catastrophe naturelle	idiom	weak idiom	locution nominale	True	0.870482	ls:fr:node:55094	4
cautère sur une jambe de bois	idiom	strong idiom	locution nominale	True	0.982669	ls:fr:node:40585	5
cave à cigares	idiom	semi-idiom	locution nominale	True	0.982197	ls:fr:node:47767	9
cave à cigares	idiom	weak idiom	locution nominale	True	0.988072	ls:fr:node:47815	3
cave à vin	idiom	semi-idiom	locution nominale	True	0.994369	ls:fr:node:47816	6
cave à vin	idiom	weak idiom	locution nominale	True	0.996485	ls:fr:node:41834	3
Ceci dit	idiom	strong idiom	locution phrastique	True	0.854526	ls:fr:node:44902	2
cela va sans dire.	idiom	strong idiom	locution phrastique	True	0.999931	ls:fr:node:40718	4
Cela étant	idiom	strong idiom	locution phrastique	True	0.726015	ls:fr:node:45433	2
cellule familiale	idiom	weak idiom	locution nominale	True	0.92387	ls:fr:node:39448	2
centre aéré	idiom	semi-idiom	locution nominale	True	0.997566	ls:fr:node:54244	4
cerise sur le gâteau	idiom	strong idiom	locution nominale	True	0.999019	ls:fr:node:55316	4
chair de poule	idiom	strong idiom	locution nominale	True	0.999943	ls:fr:node:51585	3
chaise berçante	idiom	semi-idiom	locution nominale	False	0.0399525	ls:fr:node:49528	2
chaise de bébé	idiom	weak idiom	locution nominale	True	0.748745	ls:fr:node:40056	3
chaise de fer	idiom	weak idiom	locution nominale	True	0.765195	ls:fr:node:40077	6
chaise de massage	idiom	weak idiom	locution nominale	True	0.994787	ls:fr:node:49569	3
chaise de poste	idiom	semi-idiom	locution nominale	True	0.94048	ls:fr:node:40147	9
chaise haute	idiom	weak idiom	locution nominale	True	0.788596	ls:fr:node:40051	4
chaise longue	idiom	weak idiom	locution nominale	True	0.985929	ls:fr:node:40059	4
chaise musicale	idiom	strong idiom	locution nominale	True	0.996995	ls:fr:node:40071	6
chaise musicale	idiom	weak idiom	locution nominale	False	0.0842867	ls:fr:node:40065	2
chaise percée	idiom	weak idiom	locution nominale	True	0.785692	ls:fr:node:40046	10
chaise pliante	idiom	weak idiom	locution nominale	True	0.598326	ls:fr:node:49543	2
chaise roulante	idiom	strong idiom	locution nominale	True	0.976034	ls:fr:node:40047	12
chaise à bascule	idiom	weak idiom	locution nominale	True	0.99402	ls:fr:node:49527	3
chaise à porteurs	idiom	weak idiom	locution nominale	True	0.668093	ls:fr:node:40129	3
chaise électrique	idiom	weak idiom	locution nominale	True	0.649184	ls:fr:node:40031	2
chaises volantes	idiom	strong idiom	locution nominale	False	0.00871755	ls:fr:node:49645	2
chaleur humaine	idiom	strong idiom	locution nominale	True	0.712421	ls:fr:node:48594	2
chambre régionale des comptes	idiom	weak idiom	locution nominale	True	0.997431	ls:fr:node:52059	4
champ de bataille	idiom	weak idiom	locution nominale	True	0.999946	ls:fr:node:54771	3
champ de course	idiom	weak idiom	locution nominale	True	0.999846	ls:fr:node:42549	3
champ de foire	idiom	semi-idiom	locution nominale	True	0.999089	ls:fr:node:54773	3
champ de fouilles	idiom	semi-idiom	locution nominale	True	0.968786	ls:fr:node:54776	3
champ de mines	idiom	strong idiom	locution nominale	True	0.989681	ls:fr:node:44820	3
champ de mines	idiom	weak idiom	locution nominale	True	0.977236	ls:fr:node:44816	3
champ de ruines	idiom	strong idiom	locution nominale	True	0.999445	ls:fr:node:54777	3
champ de tir	idiom	semi-idiom	locution nominale	True	0.99845	ls:fr:node:54772	3
champ d’honneur	idiom	strong idiom	locution nominale	True	0.934188	ls:fr:node:54774	3
champ d’investigation	idiom	semi-idiom	locution nominale	True	0.569401	ls:fr:node:54778	3
champ gravitationnel	idiom	weak idiom	locution nominale	True	0.800122	ls:fr:node:54810	4
champ lexical	idiom	semi-idiom	locution nominale	True	0.955841	ls:fr:node:54780	4
champ magnétique	idiom	weak idiom	locution nominale	True	0.992742	ls:fr:node:54809	12
champ pétrolifère	idiom	semi-idiom	locution nominale	False	0.173689	ls:fr:node:54814	2
champ scalaire	idiom	weak idiom	locution nominale	True	0.957025	ls:fr:node:54791	6
champ sémantique	idiom	semi-idiom	locution nominale	True	0.827302	ls:fr:node:54781	6
champ vectoriel	idiom	weak idiom	locution nominale	False	0.0827824	ls:fr:node:54790	2
champ électrique	idiom	weak idiom	locution nominale	True	0.657869	ls:fr:node:54808	6
changer de couleur	verbal_phrase	strong idiom	locution verbale	True	0.992094	ls:fr:node:46044	4
changer l’eau du poisson	verbal_phrase	strong idiom	locution verbale	True	0.827287	ls:fr:node:54395	5
chanson à boire	idiom	semi-idiom	locution nominale	True	0.918944	ls:fr:node:46748	3
chant des sirènes	idiom	strong idiom	locution nominale	True	0.993915	ls:fr:node:44110	6
chant du cygne	idiom	strong idiom	locution nominale	True	0.992138	ls:fr:node:44109	6
chanter sur les toits	verbal_phrase	strong idiom	locution verbale	True	0.999029	ls:fr:node:43926	4
chapeau bas	idiom	strong idiom	locution nominale	True	0.179969	ls:fr:node:53842	2
Chapeau bas !	idiom	strong idiom	locution nominale	True	0.981226	ls:fr:node:53843	2
chasser les mouches	verbal_phrase	strong idiom	locution verbale	True	0.852396	ls:fr:node:41044	3
chat dans la gorge	idiom	strong idiom	locution nominale	True	0.846504	ls:fr:node:43226	8
chat de gouttière	idiom	semi-idiom	locution nominale	True	0.999846	ls:fr:node:43877	3
chat en poche	idiom	strong idiom	locution nominale	False	0.14705	ls:fr:node:43878	3
chat perché	idiom	strong idiom	locution nominale	False	0.0582959	ls:fr:node:43465	2
chaussettes à clous	idiom	strong idiom	locution nominale	False	0.267393	ls:fr:node:39398	3
chef de bord	idiom	semi-idiom	locution nominale	True	0.994192	ls:fr:node:48050	6
chef d’orchestre	idiom	strong idiom	locution nominale	True	0.939315	ls:fr:node:45279	3
chef d’orchestre	idiom	weak idiom	locution nominale	True	0.986825	ls:fr:node:45278	15
chef d’état	idiom	weak idiom	locution nominale	True	0.999798	ls:fr:node:41716	7
chemin de fer	idiom	strong idiom	locution nominale	True	0.999645	ls:fr:node:33353	9
chemin de table	idiom	semi-idiom	locution nominale	True	0.999843	ls:fr:node:43685	3
chemins battus	idiom	strong idiom	locution nominale	True	0.929501	ls:fr:node:55047	4
cher et tendre	fixed_expression	semi-idiom	locution adjectivale	True	0.99257	ls:fr:node:52706	3
